sigungu,name,closed_year,level,use,address
경산,용성초등학교구룡분교장,1992,초,미활용,경북 경산시 용성면 매남리 158
경산,계림초등학교,1992,초,매각,경북 경산시 자인면 계림리 144-9
경산,용성초등학교송림분교장,1993,초,매각,경북 경산시 용성면 송림리 485
경산,용강초등학교,1995,초,매각,경북 경산시 용성면 용천리 152-2
경산,성남초등학교,1995,초,매각,경북 경산시 남산면 우검리 413
경산,신상초등학교,2008,초,자체활용,경북 경산시 진량읍 신상리 343-1
경산,금곡초등학교,2009,초,매각,경북 경산시 남천면 금곡리 374
경산,남산초등학교삼성분교장,2010,초,자체활용,경북 경산시 남산면 하대리 370
경산,하양초등학교화성분교장,2022,초,자체활용,경북 경산시 하양읍 환상리 75-1
경주,천포초등학교산성분교장,1986,초,매각,경북 경주시 건천읍 송선리 산195-4
경주,감포초등학교연동분교장,1989,초,매각,경북 경주시 감포읍 오류리 130
경주,박달초등학교,1992,초,대부,경북 경주시 내남면 박달리 153
경주,양북초등학교권이분교장,1992,초,매각,경북 경주시 문무대왕면 권이리 327-3
경주,구길초등학교,1992,초,매각,경북 경주시 문무대왕면 구길리 233
경주,의곡초등학교감산분교장,1993,초,대부,경북 경주시 산내면 감산리 1107-1
경주,의곡초등학교신원분교장,1993,초,대부,경북 경주시 산내면 신원리 222
경주,아화초등학교도동분교장,1993,초,매각,경북 경주시 서면 도리 951-1
경주,서라벌초등학교황용분교장,1993,초,매각,경북 경주시 황용동 572
경주,모서초등학교호명분교장,1994,초,대부,경북 경주시 강동면 호명리 18
경주,왕산초등학교,1994,초,대부,경북 경주시 암곡동 389
경주,장항초등학교,1994,초,매각,경북 경주시 문무대왕면 장항리 333
경주,아화초등학교천촌분교장,1995,초,대부,경북 경주시 서면 천촌리 345-2
경주,노월초등학교,1995,초,자체활용,경북 경주시 내남면 노곡리 909-6
경주,의곡초등학교대현분교장,1996,초,대부,경북 경주시 산내면 대현리 1345
경주,양남초등학교석읍분교장,1996,초,매각,경북 경주시 양남면 석읍리 365
경주,양북초등학교안동분교장,1996,초,매각,경북 경주시 문무대왕면 안동리 633-6
경주,의곡초등학교중리분교장,1996,초,매각,경북 경주시 산내면 대현리 2574
경주,내남초등학교명계분교장,1997,초,매각,경북 경주시 내남면 명계리 54-4
경주,율동초등학교,1998,초,매각,경북 경주시 율동 1748-1
경주,가정초등학교,1999,초,자체활용,경북 경주시 현곡면 가정리 49-2
경주,동방초등학교내동분교장,1999,초,매각,경북 경주시 조양동 646-1
경주,내남초등학교광석분교장,1999,초,매각,경북 경주시 내남면 덕천리 897-3
경주,옥산초등학교하강분교장,2000,초,대부,경북 경주시 안강읍 하곡리 632
경주,천북초등학교화당분교장,2001,초,대부,경북 경주시 천북면 화산리 145-1
경주,경주초등학교학동분교장,2002,초,미활용,경북 경주시 내남면 비지리 545
경주,양북고등학교,2003,고,자체활용,경북 경주시 문무대왕면 어일리 701
경주,천북초등학교북군분교장,2006,초,매각,경북 경주시 천북면 신당리 273
경주,양북초등학교용동분교장,2007,초,매각,경북 경주시 문무대왕면 용동리 1148-3
경주,전촌초등학교,2009,초,자체활용,경북 경주시 감포읍 전촌리 636
경주,강동초등학교왕신분교장,2009,초,대부,경북 경주시 강동면 왕신리 669-1
경주,오릉초등학교,2010,초,자체활용,경북 경주시 탑동 676-2
경주,경주초등학교화천분교장,2010,초,자체활용,경북 경주시 건천읍 화천리 1328-1
경주,양북초등학교송전분교장,2010,초,대부,경북 경주시 문무대왕면 송전리 94
경주,의곡초등학교우라분교장,2010,초,대부,경북 경주시 산내면 우라리 988
경주,대본초등학교,2010,초,매각,경북 경주시 감포읍 대본리 671
경주,안강북부초등학교,2013,초,자체활용,경북 경주시 안강읍 육통리 543-3
경주,강동초등학교단구분교장,2014,초,미활용,경북 경주시 강동면 단구리 1147
경주,양남초등학교상계분교장,2015,초,미활용,경북 경주시 양남면 상계리 57-2
경주,천북초등학교물천분교장,2017,초,미활용,경북 경주시 천북면 물천리 624-1
경주,경주마케팅고등학교,2019,고,자체활용,경북 경주시 산내면 의곡리 70-65
경주,모아초등학교모서분교장,2021,초,대부,경북 경주시 강동면 모서리 529
경주,의곡초등학교일부분교장,2024,초,대부,경북 경주시 산내면 일부리 748
고령,회천초등학교,1982,초,매각,경북 고령군 우곡면 야정리 900
고령,벌지초등학교송곡분교장,1983,초,매각,경북 고령군 다산면 송곡리 272
고령,운수초등학교화암분교장,1994,초,미활용,경북 고령군 운수면 화암리 1163
고령,월막초등학교,1994,초,매각,경북 고령군 쌍림면 월막리 305
고령,내곡초등학교,1994,초,매각,경북 고령군 대가야읍 저전리 45-1
고령,성산초등학교사부분교장,1999,초,매각,경북 고령군 성산면 사부리 160-4
고령,고령초등학교일량분교장,2000,초,매각,경북 고령군 고령읍 내곡리 528-1
고령,고령초등학교덕곡분교장,2000,초,매각,경북 고령군 덕곡면 가륜리 229-1
고령,개진초등학교영동분교장,2008,초,미활용,경북 고령군 개진면 생리 251 외
고령,다산초등학교벌지분교장,2008,초,매각,경북 고령군 다산면 벌지리 63
고령,직동초등학교,2008,초,매각,경북 고령군 개진면 직리 804-2
고령,다산초등학교노곡분교장,2009,초,매각,경북 고령군 다산면 노곡리 710-1
고령,고령여자종합고등학교,2010,고,매각,경북 고령군 고령읍 지산리 337
고령,고령여자중학교,2010,중,매각,경북 고령군 고령읍 지산리 323
고령,안림초등학교,2011,초,매각,경북 고령군 쌍림면 안림리 149
고령,백산초등학교,2013,초,자체활용,경북 고령군 쌍림면 백산리 163 외
고령,우곡초등학교도진분교,2013,초,미활용,경북 고령군 우곡면 도진리 270
구미,산동초등학교도중분교장,1984,초,매각,경북 구미시 산동읍 도중리 480-2
구미,장천초등학교오로분교장,1993,초,매각,경북 구미시 장천면 오로리 824
구미,해평초등학교괴곡분교장,1995,초,자체활용,경북 구미시 해평면 괴곡리 351
구미,구봉초등학교,1995,초,매각,경북 구미시 옥성면 구봉리 368-3
구미,선산초등학교동부분교장,1995,초,매각,경북 구미시 선산읍 원리 813
구미,송도초등학교,1998,초,매각,경북 구미시 도개면 도개리 342
구미,동산초등학교,1998,초,매각,경북 구미시 도개면 동산리884
구미,대방초등학교,1999,초,대부,경북 구미시 고아읍 횡산리 47
구미,무을초등학교안곡분교장,1999,초,매각,경북 구미시 무을면 안곡리 642-1
구미,옥계초등학교금포분교장,2000,초,매각,경북 구미시 금전동 412
구미,장천초등학교영남분교장,2000,초,매각,경북 구미시 장천면 하장리 651
구미,무을초등학교무곡분교장,2001,초,매각,경북 구미시 무을면 무이리160
구미,선산초등학교봉천분교장,2007,초,매각,경북 구미시 선산읍 생곡리 767
구미,해평초등학교일선분교장,2008,초,자체활용,경북 구미시 해평면 낙산리 598-1
구미,산동초등학교송백분교장,2010,초,미활용,경북 구미시 산동읍 송산리 243
구미,임봉초등학교,2011,초,자체활용,경북 구미시 산동읍 봉산리 165
구미,예산초등학교,2012,초,자체활용,경북 구미시 선산읍 북산리 587
구미,해평초등학교향산분교장,2013,초,대부,경북 구미시 해평면 산양리 57-1
구미,선산여자고등학교,2014,고,자체활용,경북 구미시 선산읍 이문리 884
구미,선산여자중학교,2014,중,자체활용,경북 구미시 선산읍 이문리 884
김천,모암초등학교삼애분교장,1982,초,매각,경북 김천시 신음동 17
김천,대야초등학교,1983,초,매각,경북 김천시 부항면 대야리 388-1
김천,구례초등학교,1989,초,매각,경북 김천시 어모면 구례리 626
김천,증산초등학교수도분교장,1992,초,매각,경북 김천시 증산면 수도리 393
김천,구성초등학교금평분교장,1993,초,매각,경북 김천시 구성면 금평리 496
김천,임천초등학교마산분교장,1993,초,매각,경북 김천시 구성면 마산리 401-1
김천,증산초등학교남곡분교장,1993,초,매각,경북 김천시 증산면 부항리 283-1
김천,구곡초등학교,1993,초,매각,경북 김천시 지례면 울곡리 277-1
김천,곡송초등학교광덕분교장,1993,초,매각,경북 김천시 감문면 광덕리 458
김천,감문초등학교,1994,초,대부,경북 김천시 감문면 삼성리 1383
김천,연화초등학교,1994,초,대부,경북 김천시 대덕면  연화리 255
김천,대덕초등학교내감분교장,1994,초,매각,경북 김천시 대덕면 내감리 907
김천,부항초등학교안간분교장,1994,초,매각,경북 김천시 부항면 안간리 350
김천,가례초등학교,1994,초,매각,경북 김천시 대덕면 가례리 252
김천,조마초등학교신곡분교장,1994,초,매각,경북 김천시 조마면 신곡리 785
김천,직지초등학교대성분교장,1995,초,대부,경북 김천시 대항면 대성리 489-4
김천,증산초등학교장전분교장,1995,초,매각,경북 김천시 증산면 장전리 820-1
김천,도명초등학교,1995,초,매각,경북 김천시 감문면 남곡리 251
김천,대덕초등학교문의분교장,1995,초,매각,경북 김천시 대덕면 문의리 240
김천,태화초등학교광천분교장,1997,초,대부,경북 김천시 봉산면 광천리 520-4
김천,부상초등학교,1997,초,미활용,경북 김천시 남면 부상리 564
김천,농소초등학교연명분교장,1998,초,매각,경북 김천시 농소면 연명리 219
김천,아포초등학교신기분교장,1999,초,매각,경북 김천시 아포읍 대성리 112-1
김천,방산초등학교,1999,초,매각,경북 김천시 구성면 구미리 236
김천,부항초등학교유촌분교장,1999,초,매각,경북 김천시 부항면 유촌리 272-1
김천,태화초등학교신암분교장,1999,초,매각,경북 김천시 봉산면 신암리 132
김천,구성초등학교임천분교장,1999,초,매각,경북 김천시 구성면 임천리 171
김천,금오산초등학교오봉분교장,2000,초,매각,경북 김천시 남면 오봉리 713
김천,조마초등학교신안분교장,2002,초,매각,경북 김천시 조마면 신안리 501
김천,응명초등학교,2003,초,매각,경북 김천시 응명동 212
김천,어모초등학교,2007,초,대부,경북 김천시 어모면 동좌리 619
김천,대방초등학교,2008,초,매각,경북 김천시 조마면 대방리 539
김천,농소초등학교봉곡분교장,2008,초,매각,경북 김천시 농소면 봉곡리 1214
김천,구성초등학교과곡분교장,2009,초,매각,경북 김천시 구성면 송죽리 111
김천,금오산초등학교,2010,초,매각,경북 김천시 남면 운남리 567
김천,구성초등학교양각분교장,2011,초,매각,경북 김천시 구성면 양각리 402
김천,지동초등학교,2013,초,대부,경북 김천시 아포읍 지리 376
김천,곡송초등학교,2013,초,미활용,경북 김천시 감문면 태촌리 785
김천,대신초등학교,2015,초,대부,경북 김천시 아포읍 대신리 810
김천,대덕중학교,2017,중,자체활용,경북 김천시 대덕면  관기리 777
김천,대덕중학교증산분교장,2017,중,자체활용,경북 김천시 증산면 동안리 76
김천,지례중학교구성분교장,2017,중,대부,경북 김천시 구성면 송죽리 800
김천,지례중학교,2017,중,대부,경북 김천시 지례면 교리 407
김천,지례중학교부항분교장,2017,중,대부,경북 김천시 부항면 사등리 597
김천,양천초등학교,2019,초,대부,경북 김천시 양천동 1301-2
김천,김천상업고등학교,2019,고,대부,경북 김천시 지례면 교리 407
김천,봉계초등학교태화분교장,2024,초,대부,경북 김천시 봉산면 태화리 175
김천,구성초등학교,2026,초,미활용,경북 김천시 구성면 상원리 100
김천,지례초등학교부항분교장,2026,초,미활용,경북 김천시 부항면 월곡리 147
김천,지례초등학교,2026,초,자체활용,경북 김천시 지례면 교리 584
문경,조령초등학교동화원분교장,1985,초,매각,경북 문경시 문경읍 상초리 472
문경,용흥초등학교중평분교장,1992,초,매각,경북 문경시 문경읍 중평리 279
문경,가은초등학교갈전분교장,1992,초,매각,경북 문경시 가은읍 갈전리 287-2
문경,산북초등학교내화분교장,1992,초,매각,경북 문경시 산북면 내화리 796-1
문경,수평초등학교,1993,초,미활용,경북 문경시 동로면 수평리 390
문경,청화초등학교도장분교장,1993,초,매각,경북 문경시 농암면 내서리 353
문경,김룡초등학교석봉분교장,1993,초,매각,경북 문경시 산북면 석봉리 386
문경,산북초등학교이곡분교장,1994,초,매각,경북 문경시 산북면 이곡리 8-2
문경,농암초등학교궁기분교장,1994,초,매각,경북 문경시 농암면 궁기리 99
문경,명전초등학교,1995,초,매각,경북 문경시 동로면 명전리 42
문경,월지초등학교,1995,초,매각,경북 문경시 산북면 지내리 32
문경,동로초등학교생달분교장,1995,초,매각,경북 문경시 동로면 생달리 186
문경,서성초등학교,1996,초,매각,경북 문경시 마성면 하내리 754-1
문경,동로초등학교석항분교장,1996,초,매각,경북 문경시 동로면 석항리 663
문경,조령초등학교,1998,초,매각,경북 문경시 문경읍 진안리 136
문경,부천초등학교,1998,초,매각,경북 문경시 호계면 지천리 262-1
문경,영동초등학교,1999,초,매각,경북 문경시 영순면 오룡리 467-1
문경,산양초등학교의산분교장,1999,초,매각,경북 문경시 산양면 위만리 108-3
문경,김룡초등학교,1999,초,매각,경북 문경시 산북면 거산리 234
문경,농암초등학교선암분교장,2000,초,매각,경북 문경시 농암면 선곡리 240
문경,가은초등학교문양분교장,2002,초,매각,경북 문경시 가은읍 전곡리 288-2
문경,동성초등학교봉명분교장,2002,초,매각,경북 문경시 마성면 남호리 39
문경,문경중학교호계분교장,2003,중,매각,경북 문경시 호계면 호계리 23
문경,산북정보고등학교,2005,고,자체활용,경북 문경시 산북면 대상리 97-3
문경,영순초등학교영창분교장,2008,초,매각,경북 문경시 영순면 말응리 524
문경,신기초등학교대성분교장,2009,초,자체활용,경북 문경시 호계면 견탄리 500-5
문경,영순중학교,2009,중,매각,경북 문경시 영순면 사근리 845-1
문경,산양초등학교금동분교장,2009,초,매각,경북 문경시 산양면 과곡리 594
문경,동성초등학교마성분교장,2010,초,매각,경북 문경시 마성면 정리 25-3
문경,가은초등학교희양분교장,2025,초,자체활용,경북 문경시 가은읍 상괴리 450
문경,산북초등학교창구분교장,2025,초,미활용,경북 문경시 산북면 창구리 183
문경,농암초등학교청화분교장,2026,초,미활용,경북 문경시 농암면 화산리 190
봉화,동양초등학교금봉분교장,1983,초,매각,경북 봉화군 봉성면 금봉리 769-1
봉화,문촌초등학교,1988,초,매각,경북 봉화군 상운면 문촌리 785
봉화,석포초등학교광평분교장,1991,초,매각,경북 봉화군 석포면 석포리 산 1-1
봉화,소천초등학교고선분교장,1992,초,매각,경북 봉화군 소천면 고선리 501-4
봉화,다덕초등학교,1992,초,매각,경북 봉화군 법전면 풍정리 751
봉화,소천초등학교우련전분교장,1992,초,매각,경북 봉화군 재산면 갈산리 57-1
봉화,석포초등학교승부분교장,1993,초,매각,경북 봉화군 석포면 승부리 437
봉화,고계초등학교,1993,초,매각,경북 봉화군 명호면 고계리 613
봉화,하눌초등학교,1995,초,매각,경북 봉화군 상운면 하눌리 852-1
봉화,소천중학교옥방분교장,1995,중,매각,경북 봉화군 소천면 분천리 9
봉화,서벽초등학교금정분교장,1995,초,매각,경북 봉화군 춘양면 우구치리 31-2
봉화,삼근초등학교원곡분교장,1995,초,매각,경북 봉화군 소천면 분천리 181-4
봉화,석포초등학교반야분교장,1996,초,매각,경북 봉호군 석포면 석포리 84-1
봉화,소천초등학교황목분교장,1996,초,매각,경북 봉화군 소천면 분천리 1798-6
봉화,재산초등학교남면분교장,1996,초,매각,경북 봉화군 재산면 남면리 655
봉화,물야초등학교오전분교장,1997,초,미활용,경북 봉화군 물야면 오전리 869-2 외 2필지
봉화,물야초등학교두문분교장,1997,초,매각,경북 봉화군 물야면 두문리 385-1
봉화,소천초등학교갈산분교장,1997,초,매각,경북 봉화군 재산면 갈산리 320
봉화,동면초등학교,1998,초,매각,경북 봉화군 재산면 동면리 1283
봉화,고양초등학교,1999,초,미활용,경북 봉화군 명호면 양곡리 329-1 외 1필지
봉화,법전초등학교,1999,초,자체활용,경북 봉화군 춘양면 소로리 534-1외 6필지
봉화,애당초등학교,1999,초,매각,경북 봉화군 춘양면 애당리 185
봉화,명호초등학교삼동분교장,1999,초,매각,경북 봉화군 명호면 삼동리 639
봉화,동양초등학교우곡분교장,2001,초,매각,경북 봉화군 봉성면 우곡리 272-1
봉화,상운초등학교신라분교장,2002,초,매각,경북 봉화군 봉성면 신라리 807-2
봉화,봉화여자중학교,2007,중,자체활용,경북 봉화군 봉화읍 해저리 36
봉화,봉화여자고등학교,2007,고,자체활용,경북 봉화군 봉화읍 해저리 36
봉화,춘양초등학교눌산분교장,2009,초,매각,경북 봉화군 법전면 눌산리 1134-2
봉화,봉화중학교봉성분교장,2010,중,매각,경북 봉화군 봉성면 봉성리 380-2
봉화,석포초등학교대현분교장,2011,초,매각,경북 봉화군 석포면 대현리 90-5
봉화,물야초등학교개단분교장,2012,초,대부,경북 봉화군 물야면 개단리 844-2 외 1필지
봉화,명호초등학교북곡분교장,2013,초,대부,경북 봉화군 명호면 북곡리 1309
봉화,소천초등학교남회룡분교장,2015,초,매각,경북 봉화군 소천면 남회룡리 150
봉화,소천초등학교황평분교장,2015,초,매각,경북 봉화군 소천면 고선리 132
봉화,물야초등학교수식분교장,2016,초,대부,경북 봉화군 물야면 수식리 418-1 외 2필지
봉화,명호중학교,2017,중,자체활용,경북 봉화군 명호면 도천리 264-2 외 13필지
봉화,상운중학교,2017,중,미활용,경북 봉화군 상운면 운계리 664-1 외 5필지
봉화,법전중학교,2017,중,대부,경북 봉화군 법전면 법전리 238 외 2필지
봉화,물야초등학교북지분교장,2017,초,매각,경북 봉화군 물야면 북지리 727
봉화,재산중학교,2017,중,매각,경북 봉화군 재산면 현동리 1316
봉화,소천고등학교,2018,고,자체활용,경북 봉화군 소천면 현동리 701-10 외 6필지
봉화,소천초등학교분천분교장,2021,초,매각,경북 봉화군 소천면 분천리 1151
봉화,소천초등학교임기분교장,2024,초,대부,경북 봉화군 소천면 임기리 805-7 외 4필지
봉화,소천초등학교두음분교장,2026,초,미활용,경북 봉화군 소천면 두음리 352
상주,상오초등학교,1987,초,자체활용,경북 상주시 화북면 상오리 562
상주,중동초등학교회상분교장,1992,초,매각,경북 상주시 중동면 회상리 887
상주,숭인초등학교,1992,초,매각,경북 상주시 화동면 선교리 185
상주,영수초등학교,1993,초,매각,경북 상주시 공검면 중소리 576-2
상주,득수초등학교,1993,초,매각,경북 상주시 모서면 득수리 193
상주,낙서초등학교서원분교장,1994,초,대부,경북 상주시 내서면 서원리 167
상주,화령초등학교사산분교장,1994,초,대부,경북 상주시 화서면 사산리 63
상주,우서초등학교전의분교장,1994,초,매각,경북 상주시 외서면 대전리 351
상주,상주초등학교남장분교장,1994,초,매각,경북 상주시 남장동 229-1
상주,외서초등학교갈곡분교장,1995,초,매각,경북 상주시 외서면 대전리 47-2
상주,영동초등학교동성분교장,1996,초,매각,경북 상주시 함창읍 하갈리 238
상주,옥산초등학교인성분교장,1997,초,매각,경북 상주시 공성면 우하리 524
상주,낙동초등학교신상분교장,1998,초,매각,경북 상주시 낙동면 신상리 474
상주,평온초등학교,1998,초,매각,경북 상주시 화남면 평온리 431
상주,평온초등학교중눌분교장,1998,초,매각,경북 상주시 화남면 중눌리 574
상주,용곡초등학교,1998,초,매각,경북 상주시 함창읍 신흥리 274
상주,내서초등학교,1999,초,자체활용,경북 상주시 내서면 신촌리 21
상주,외서초등학교배영분교장,1999,초,미활용,경북 상주시 외서면 봉강리 139
상주,공서초등학교성문분교장,1999,초,매각,경북 상주시 공성면 효곡리 491
상주,모서초등학교대류분교장,1999,초,매각,경북 상주시 모서면 대포리 499
